company,industry sector,retained_earnings,revenue,ebit,current_assets,current_liabilities,total_assets,total_liabilities,working_capital,market_value_equity,latest credit rating (if applicable),sector,trade_credit,utility_pay,bank_tx,tax_compliance,digital_footprint,fcf_vol_ratio,cf_int_cov,revenue_quality,business_age_years,mgmt_track_record,industry_survival_rate,geo_risk,Country,Country Rating,X1,X2,X3,X4,X5,Z_raw,alt_adj,cf_adj,qual_adj,scale_pen,lev_pen,Z_adj,PD_model,PD_final,Rating
MAZDA LTD,Machinery,2259212032,22864308,260702000,1840169984,285556992,2646917120,347655008,1554612992,5030279939.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5873296826158274,0.8535257922998359,0.09849269477693355,10.0,0.008638089884733528,4.258627253731314,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.011659839230639,0.0009891999855851567,0.023545139993513323,BB
AXTEL INDUSTRIES LTD,Machinery,1064268032,21124581,199471008,1532264960,610630976,1877309056,651492992,921633984,7593563543.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.49093354184512067,0.56691146755966,0.10625368655335565,10.0,0.011252585679744359,4.070595641552161,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8236282270514854,0.0009933930905367519,0.02354702689074154,BB
CEKD BHD,Machinery,15787000,8370130,10406000,40300000,3867000,81556000,6591000,36433000,75883467.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.4467237235764383,0.19357251459120114,0.127593310118201,10.0,0.10263046250429153,4.106002746579038,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8590353320783626,0.0009926035120946524,0.0045000000000000005,A-
RASI ELECTRODES LTD,Machinery,290423008,9635061,30395000,324457984,27814000,391284000,38600000,296644000,613270874.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7581296449637603,0.7422307275533884,0.07768015047893602,10.0,0.024624214125801208,4.298748034675581,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.051780620174906,0.0009883052921700996,0.023544737381476548,BB
FLUIDOMAT LTD,Machinery,755224000,8539676,263458000,501625984,110807000,929739008,125245000,390819008,5842436841.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4203534590214806,0.8122967773769044,0.283367695378013,10.0,0.009185024965629925,4.752588139659942,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.505620725159266,0.0009781846578289482,0.02354018309602303,BB
SNL BEARINGS LTD,Machinery,642300032,6056089,115500000,587200000,56000000,750300032,71900000,531200000,1475314090.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7079834430821402,0.8560575831082998,0.15393841806473493,10.0,0.008071556366400369,4.549343121979234,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.302375707478559,0.0009827170217232282,0.023542222659775455,BB
KUNST STOFFE INDUSTRIES LTD,Machinery,45255000,1431693,12754300,106535904,40578500,162479296,48324200,65957400,166600202.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.40594341324570976,0.27852779470437883,0.07849800136997147,3.4475521995190817,0.008811541133216137,1.7906503748658142,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.5436829603651383,0.0010665358699838573,0.023579941141492738,BB
MINDPOOL TECHNOLOGIES LTD,IT Services,123669008,5361641,1794900,194195488,38237908,218996928,38237908,155957568,218443125.0,,Technology,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7121450032394975,0.5647065880303125,0.008196005379582311,5.712737344312874,0.024482722424307247,2.643541963577769,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.3965745490770933,0.0011156759030274807,0.024152054156362367,BB
SHREESHAY ENGINEERS LTD,Household Durables,107120000,152236,59000,126833000,91925000,331079008,91925000,34908000,439012917.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.1054370683628483,0.3235481483622181,0.00017820519747358915,4.775772825673103,0.00045981773631507315,1.6803989302371063,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.43343151573643035,0.00036680918231094434,0.027665064132039927,BB
KUWAIT HOTELS SAK,"Hotels, Restaurants & Leisure",1336972,18697861,1343614,7438406,6390273,13982819,6869668,1048133,14616225.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Kuwait,A+,0.07495863316259761,0.09561534051180953,0.09609035202415192,2.127646488884179,1.3372025340526827,3.7567898236411335,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.509822409140458,0.0,0.025,BB
PREVEST DENPRO LTD,Health Care Equipment & Supplies,935688000,7456608,201836992,857155008,59617000,1125286016,69568000,797537984,5762640373.0,,Healthcare,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7087424642802991,0.8315112661988328,0.17936505842084507,10.0,0.00662641132474537,4.623780131646104,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.3768127171454285,0.0008164115159540982,0.015767385182179346,BB+
COASTAL ROADWAYS LTD,Ground Transportation,192500000,4850550,16500000,125800000,16200000,264800000,30800000,109600000,132565680.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.41389728096676737,0.726963746223565,0.06231117824773414,4.30408051948052,0.018317787009063443,2.2405485516145487,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.9935811371138727,0.0010565031406423607,0.023575426413289066,BB
HORIZON FOOD FACTORY CO LTD,Food Products,32160660,18103922,10724883,35533424,10406105,124138496,11977835,25127320,260000000.0,,Consumer Staples,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2024136010154336,0.25907080427331747,0.08639449764237517,10.0,0.14583648572639385,3.8855199961501063,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.6385525816494306,0.0010507679081179528,0.01697284555865308,BB+
PERTAMA DIGITAL BHD,Financial Services,-40518000,1882881,652000,204008000,198335008,212942000,198335008,5673000,46012134.0,,NBFIs,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.02664105718928159,-0.19027716467394878,0.0030618666115655906,0.231991994070961,0.008842224643330109,0.02417284406287897,0.1200000000000001,0.4330325854993241,-0.8,-1.0,-0.7,-1.922794570437797,0.0019299062928769465,0.00544742971965771,BBB+
VARDHMAN HOLDINGS LTD,Financial Services,35372699648,2693830,165800000,35317198848,700000,35409899520,5300000,35316498432,13213597971.0,,NBFIs,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.9973622888156674,0.998949449941845,0.004682306424121703,10.0,7.607561830212163e-05,4.313904779744487,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.0669373652438114,0.001376375370324043,0.03361936891664582,BB-
JMD VENTURES LTD,Entertainment,94907000,191126,2615300,371794912,22894700,406385696,22894700,348900192,202008800.0,,Communication Services,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.858544470029772,0.2335392237821284,0.006435511942821924,8.823387072117127,0.00047030690765257645,3.4740862151652014,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.2271188006645257,0.002108762529650085,0.02569894313834254,BB
GFL LTD,Entertainment,25096800256,392776,17700000,538800000,5600000,26855299072,1648600064,533200000,7477489466.0,,Communication Services,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.019854554535790946,0.9345194849148616,0.0006590878006067137,4.535660060486325,1.4625642371248734e-05,1.8461774628188272,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.5992100483181513,0.0024172186800446764,0.025837748406020107,BB
NATIONAL DRILLING CO,Energy Equipment & Services,41436584,17339991,6286823,33242204,6556095,73959360,24522772,26686110,23450000.0,,Energy,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3608212672473099,0.560261527411811,0.08500375070849721,0.9562540482780658,0.23445296173466076,1.622083042936235,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.375115628435559,0.0022619801384127823,0.023017891062285755,BB
IQ GROUP HOLDINGS BHD,"Electronic Equipment, Instruments & Components",32432000,24569145,4612000,133813000,21549000,151728000,23119000,112264000,51030458.0,,Technology,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.7399029842876726,0.21375092270378573,0.03039649899820732,2.207295211730611,0.16192887931034483,1.7912319174156295,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.5442645029149535,0.0011733772931526575,0.0045000000000000005,A-
MIKRO MSC BHD,"Electronic Equipment, Instruments & Components",76497392,14926413,6960371,85349408,13157539,302472288,24252320,72191872,235622859.0,,Technology,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.23867268131353575,0.2529071092952489,0.023011598999773494,9.715477076007573,0.0493480348189782,3.411271488637888,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.1643040741372124,0.0010637006141809107,0.0045000000000000005,A-
GRP LTD,"Electronic Equipment, Instruments & Components",-9148000,11413097,5081000,42613000,9771000,43719000,9997000,32842000,11352412.0,,Technology,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7512065692261946,-0.2092454081749354,0.11621949266909125,1.1355818745623687,0.26105576522793295,1.765896868459884,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.5189294539592082,0.0011750924759669616,0.024178791614185135,BB
ROYAL ARC ELECTRODES LTD,Electrical Equipment,329716992,12057400,151526000,320636992,85037000,522462016,99743000,235600000,1753831600.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.45094187287291715,0.6310831828968788,0.29002299757615296,10.0,0.023078041332673646,4.737531663928656,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.4905642494279805,0.000978520417237756,0.023540334187756994,BB
PANASONIC CARBON INDIA CO LT,Electrical Equipment,1644007296,6297727,161843184,1568337024,51206200,1775316736,56309472,1517130880,2727360059.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.8545691308122721,0.9260360490399838,0.09116299121060052,10.0,0.0035473822063940706,4.4728385628197005,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.225871148319025,0.0009844230733924858,0.02354299038302662,BB
GG ENGINEERING LTD,Electrical Equipment,720462976,21062294,71682000,1438397056,333899008,2647642880,342680992,1104498048,855629386.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4171627738556644,0.2721148616538496,0.02707389298665536,2.496868533636088,0.007955111378162905,1.329517058211902,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.082549643711226,0.0010545191429452397,0.02357453361432536,BB
STAR DELTA TRANSFORMERS LTD,Electrical Equipment,813377024,16783410,139036000,848158016,57024000,941736000,98357000,791134016,2314654300.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.8400804641640545,0.8636996185767561,0.1476379792213529,10.0,0.01782177807793267,4.656290664050222,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.409323249549547,0.0009803320915350452,0.023541149441190772,BB
CLN ENERGY LTD,Electrical Equipment,99684000,16035280,120921000,920044032,732009984,1132738048,999004032,188034000,5165815875.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.16599954449486276,0.088002694158641,0.10675107118852602,5.170965991656779,0.01415621204594692,2.130031953423979,0.1200000000000001,0.4330325854993241,-0.8,0.0,-0.7,1.1830645389233032,0.0010522776607820104,0.023573524947351907,BB
ADDICTIVE LEARNING TECHNOLOG,Diversified Consumer Services,524276000,7949987,104278000,525828992,101745000,794006016,110633000,424084000,2231339913.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5341067843999812,0.6602922262997061,0.13133149862683155,10.0,0.010012502222653185,4.237116790309055,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.9901493758083797,0.0,0.027500000000000004,BB
GLOBAL EDUCATION LTD,Diversified Consumer Services,998406976,8551223,363632992,549244032,53396000,1163949952,65898000,495848000,3308597500.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.42600457102815364,0.8577748332601847,0.3124129103447912,10.0,0.007346727396059036,4.877829714451503,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.630862299950827,0.0,0.027500000000000004,BB
BITS LTD,Diversified Consumer Services,-21431000,133686,1728000,3502000,2304000,208319008,6000000,1198000,1296631267.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.005750795433895307,-0.10287587390969143,0.008294970375434968,10.0,0.0006417369268578698,2.983478569560009,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.7365111550593326,0.0,0.027500000000000004,BB
SODHANI ACADEMY OF FINTECH E,Diversified Consumer Services,18372000,247800,13940000,12939000,382000,66004000,382000,12557000,1577515000.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.19024604569420034,0.2783467668626144,0.21119932125325738,10.0,0.003754317920126053,4.038076480213321,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.7911090657126456,0.0,0.027500000000000004,BB
OSSIA INTERNATIONAL LTD,Distributors,30837000,22371382,1978000,33299000,6034000,68365000,6177000,27265000,41431236.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.39881518320778175,0.45106414100782566,0.028932933518613327,6.707339485186984,0.32723443282381337,3.3125201955890065,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.0655527810883303,0.0010102981729817303,0.02355463417784178,BB
MANBRO INDUSTRIES LTD,Distributors,294080000,231525,-3930000,3430000,400000,425769984,73680000,3030000,3826372580.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.007116518575438141,0.6907015784372437,-0.009230335974083133,10.0,0.0005437795258014243,3.319825387221284,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.072857972720608,0.0010324352672083305,0.023564595870243753,BB
GRATEX INDUSTRIES LTD,Distributors,6091000,443790,1155000,27207000,3606000,41155000,4716000,23601000,65339246.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5734661645000607,0.14800145790304944,0.028064633701858827,10.0,0.010783379905236302,3.652566638318552,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.4055992238178767,0.0010250151373088613,0.02356125681178899,BB
BARFLEX POLYFILMS LTD,Containers & Packaging,170438000,13319610,174044992,656422976,77491000,724100992,85813000,578931968,1596310500.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7995182638832788,0.23537876882234682,0.24036010711610792,10.0,0.018394685475033846,4.635353741374242,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.388386326873567,6.677928862301036e-05,0.026430050679880357,BB
DS SIGMA HOLDINGS BHD,Containers & Packaging,36701648,18926746,11816317,96328152,11954152,131079696,16828168,84374000,115199997.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.6436847397021732,0.27999491240809715,0.09014605129996639,6.8456647806225845,0.14439113438285667,3.312938130468158,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.065970715967482,0.0010301736077398134,0.0045000000000000005,A-
BISIL PLAST LTD,Containers & Packaging,-42167000,109859,2315000,14940000,5352000,17216000,5352000,9588000,65377512.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5569237918215614,-2.4492913568773234,0.13446793680297398,10.0,0.006381215148698885,2.704293564126394,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.4573261496257182,0.0022020888694100184,0.02739093999123451,BB
RDB RASAYANS LTD,Containers & Packaging,1952444032,17553074,140288000,2027489024,38484000,2188016128,58424000,1989005056,2987600912.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.9090449702571844,0.8923353018355813,0.06411652921783216,10.0,0.008022369568200917,4.413856218522352,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.166888804021677,0.0002281426704933637,0.026502664201722016,BB
FLORA CORP LTD,Consumer Staples Distribution & Retail,-39130000,17498334,1633000,145540000,97730000,145940000,97730000,47810000,95461256.0,,Consumer Staples,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3276003837193367,-0.26812388652871044,0.011189529943812527,0.9767855929601965,0.11990087707276963,0.7000191505480562,0.1200000000000001,0.4330325854993241,-0.8,0.0,-0.7,-0.24694826395261948,0.002092082134739302,0.017441436960632686,BB+
TAAL ENTERPRISES LTD,Construction & Engineering,2009218944,21903213,531304000,2179429888,226512992,2278807040,238424000,1952916992,11519870142.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.856990942067653,0.8816977079375707,0.23315006083182893,10.0,0.009611701480437764,4.961690223495184,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.714722808994509,0.0009735216813594224,0.023538084756611743,BB
LEBTECH BHD,Construction & Engineering,38594000,2963585,889000,123705000,40159000,157327008,40159000,83546000,109186940.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.5310340612337838,0.245310709779722,0.005650650904134654,2.7188660076197118,0.018837102654364342,1.4205938896360015,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.1736264751353256,0.0010747881296044822,0.0045000000000000005,A-
NOVA PHARMA SOLUTIONS BHD,Construction & Engineering,10460745,2775836,6587157,21844270,3600732,22056908,3611162,18243538,,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.8271122135523257,0.47426162361469704,0.29864371742403784,,0.12584882704321024,,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,,0.0,0.0045000000000000005,A-
SHANTIDOOT INFRA SERVICES LT,Construction & Engineering,37006000,1208441,16899000,61433000,16932000,72918000,17932000,44501000,410843000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.6102882690145095,0.5075015771140184,0.23175347650785813,10.0,0.016572602100990153,4.5862637757481,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.339296361247425,0.0010041936911441823,0.023551887161014886,BB
DRA CONSULTANTS LTD,Construction & Engineering,218523008,2538943,30408000,171599008,28675000,356897984,28675000,142924000,316265099.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.40046177453330756,0.612284231899724,0.0852008174974729,10.0,0.0071139180208986555,3.93894223285946,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.6919748183587844,0.001018628961550599,0.02355838303269777,BB
CONART ENGINEERS LTD,Construction & Engineering,289847680,6687819,33835000,344080704,96572480,418099520,96851832,247508224,628000000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.591983994624055,0.6932504490796833,0.08092570878818517,6.484131348181416,0.01599575861746983,3.080683322687098,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.833715908186422,0.0010154681352474426,0.02355696066086135,BB
RITHWIK FACILITY MANAGEMENT,Commercial Services & Supplies,176084000,4396778,35827000,77369000,59847000,284233984,77550000,17522000,498015000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.06164639341648886,0.6195036832752554,0.1260475594642476,6.421856866537718,0.015468868071736277,2.757730210600473,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.5107627960997974,0.0010449699896469744,0.02357023649534114,BB
MTAG GROUP BHD,Commercial Services & Supplies,83620000,18481310,15557000,187384992,5448000,240656000,10470000,181936992,210107152.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.7560043880061166,0.3474669237417725,0.06464413935243667,10.0,0.07679555049531281,4.158382560999933,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.911415146499258,0.0009914354422330665,0.0045000000000000005,A-
EVANS ELECTRIC LTD,Commercial Services & Supplies,207716000,3004016,93274000,187848000,86114000,349747008,87191000,101734000,1035860000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2908788286188856,0.5939035795840175,0.26668991547170007,10.0,0.008589111361318636,4.480247779560704,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.233280365060029,0.0010065578478591613,0.023552951031536627,BB
GEM ENVIRO MANAGEMENT LTD,Commercial Services & Supplies,235483008,7003767,145748000,400868000,73579000,415964992,75219000,327288992,1532525163.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7868185984266676,0.5661125636265083,0.350385255497655,10.0,0.016837395296958067,5.1725343453902966,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.925566930889621,0.0009688198574411614,0.023535968935848525,BB
OMKAR PHARMACHEM LTD,Chemicals,-6500000,63885,2849000,2651000,1696000,96033000,1696000,955000,272592151.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.009944498245394812,-0.06768506659169243,0.029666885341497192,10.0,0.0006652400737246571,3.079277644143159,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.8323102296424834,0.0019289088422929247,0.02726800897903182,BB
INDIAN TONERS & DEVELOPERS,Chemicals,1914161024,18099435,276084992,1367689984,155452000,2295723008,277644992,1212237952,2725231717.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5280419056548481,0.833794415671945,0.12026058502611828,9.815526285451602,0.007883980313360173,4.220668626213466,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.9737012117127906,0.0003688819565539031,0.02656599688044926,BB
CAMEX LTD,Chemicals,326160000,15811679,33642000,536804000,174450000,615329024,187082000,362353984,448059837.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5888784209210324,0.5300578833089465,0.05467318895719764,2.394991698827252,0.025696299675927525,1.6973779487415217,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.4504105342408458,0.002207126971289667,0.027393207137080353,BB
AMAL LTD,Chemicals,868169984,16008848,341137984,395191008,209564000,1216276992,224480000,185627008,7481265211.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.1526190244664268,0.7137929844191281,0.2804772155058574,10.0,0.013162172848205946,4.486986311749618,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.240018897248943,0.00017486659314627524,0.02647868996691583,BB
3B BLACKBIO DX LTD,Chemicals,2598539008,11412823,490231008,1321895936,185882000,2957184000,247135008,1136013952,13909504345.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3841539626888283,0.8787207721940874,0.16577629528632645,10.0,0.0038593550485867636,4.3346192998474224,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.087651885346747,0.00028586763735415554,0.026528640436809373,BB
KANCHI KARPOORAM LTD,Chemicals,2064502016,17923349,144652000,1420077056,60007000,2174242048,80824000,1360070016,1921302936.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.6255375372080009,0.9495272239349131,0.06652985123393217,10.0,0.008243492952630084,4.22453510695788,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.977567692457205,0.0003660651828003088,0.026564729332260142,BB
IMASPRO CORP BHD,Chemicals,85714000,10715623,5324000,88188000,4055000,135391008,6820000,84133000,68000002.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.6214075900816102,0.6330848796103209,0.03932314323267318,9.970674780058651,0.07914575094972334,4.100793449101847,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8538260346011715,0.0004562123417066657,0.0045000000000000005,A-
RISHIROOP LTD,Chemicals,1226924032,9677095,122645000,445134016,143656992,1525389952,206830000,301476992,1160570334.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.19763929322119989,0.8043346754653331,0.08040239142731681,5.611228226079389,0.006344013861709245,2.5377436378524703,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.290776223351794,0.001594911322749761,0.027117710095237394,BB
MULTIBASE INDIA LTD,Chemicals,658897984,8370002,136563008,755467008,81963000,885833024,100735000,673504000,3556947077.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7603058158283338,0.7438173630338712,0.15416337424783116,10.0,0.009448735566670407,4.538622615180353,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.291655200679678,0.00013724897809764712,0.026461762040143944,BB
DEEPAK CHEMTEX LTD,Chemicals,426577984,8044435,113654000,291611008,97639000,643182016,107964000,193972000,1556268000.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3015818153721512,0.6632305838601059,0.17670581137641758,10.0,0.012507244916499655,4.216365573878235,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.96939815937756,0.00037201677751369424,0.026567407549881166,BB
